category,name,rating,number_of_reviews,love,price,value_price,URL,ingredients,online_only,brand,main_accords,notes
Perfume,modern muse le rouge,4.5,27,3100,95.0,95.0,https://www.sephora.com/product/modern-muse-le-rouge-P398846?icid2=products grid:p398846,Modern Muse Le Rouge Edp   Division: El (Estee Lauder)Ingredients: Alcohol Denat. - Water - Fragrance - Benzyl Salicylate - Ethylhexyl Methoxycinnamate - Butyl Methoxydibenzoylmethane - Ethylhexyl Salicylate - Butylphenyl Methylpropional - Hydroxycitronellal - Citronellol - Geraniol - Limonene - Alpha-Isomethyl Ionone - Cinnamyl Alcohol - Farnesol - Linalool - Citral - Eugenol - Benzyl Benzoate - Benzyl Alcohol - Coumarin - Red 4 (Ci 14700) - Yellow 5 (Ci 19140) - Ext. Violet 2 (Ci 60730) ,1,Est e Lauder,"[""fruity"", ""sweet"", ""soft spicy"", ""rose"", ""sour""]","{""middle"": [""Bulgarian Rose"", ""May Rose"", ""Jasmine"", ""Magnolia Petals""], ""base"": [""Patchouli"", ""Vetiver"", ""Madagascar Vanilla"", ""Ambrette (Musk Mallow)""], ""top"": [""Red Currant"", ""Raspberry"", ""Pink Pepper"", ""Saffron""]}"
Perfume,pleasures,5.0,24,3400,98.0,98.0,https://www.sephora.com/product/pleasures-P379992?icid2=products grid:p379992,Pleasures Edp   Division: El (Estee Lauder)Ingredients: Alcohol Denat. - Pleasures Fragrance - Water - Butylphenyl Methylpropional - Dilauryl Thiodipropionate - Citronellol - Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde - Hexyl Cinnamal - Alpha-Isomethyl Ionone - Geraniol - Linalool - Limonene - Hydroxycitronellal - Eugenol - Benzyl Benzoate - Benzyl Alcohol - Cinnamyl Alcohol - Citral ,0,Est e Lauder,"[""floral"", ""white floral"", ""green"", ""fresh"", ""rose""]","{""middle"": [""Peony"", ""Rose"", ""Lily"", ""Lilac"", ""Jasmine"", ""Lily-of-the-Valley"", ""Geranium"", ""Karo Karounde""], ""base"": [""Sandalwood"", ""Patchouli"", ""Musk"", ""Cedar""], ""top"": [""Tuberose"", ""Pink Pepper"", ""Violet"", ""Freesia"", ""Red Berries"", ""Violet Leaf"", ""Green Notes""]}"
Perfume,sensuous nude,4.5,16,2200,98.0,98.0,https://www.sephora.com/product/sensuous-nude-P379991?icid2=products grid:p379991,Sensuous Nude Edp   Division: El (Estee Lauder)Ingredients: Alcohol Denat. - Water - Sensuous Nude Fragrance - Butyl Methoxydibenzoylmethane - Limonene - Alpha-Isomethyl Ionone - Hydroxycitronellal - Linalool - Coumarin - Butylphenyl Methylpropional - Citronellol - Geraniol - Hexyl Cinnamal - Benzyl Salicylate - Citral - Anise Alcohol ,0,Est e Lauder,"[""woody"", ""coconut"", ""vanilla"", ""sweet"", ""powdery"", ""tropical""]","{""middle"": [""Musk"", ""Jasmine"", ""Lily-of-the-Valley"", ""Coconut"", ""white honey""], ""base"": [""Amber"", ""Vanille"", ""Woodsy Notes"", ""Heliotrope"", ""Sandalwood"", ""Musk""], ""top"": [""Bergamot"", ""Mandarin Orange"", ""Pepper"", ""Pink Pepper""]}"
Perfume,brown sugar,4.5,263,10400,50.0,50.0,https://www.sephora.com/product/brown-sugar-P280717?icid2=products grid:p280717,unknown,0,Fresh,"[""citrus"", ""sweet"", ""caramel"", ""fruity"", ""white floral"", ""green""]","{""middle"": [""Sugar"", ""Magnolia"", ""Honeysuckle"", ""Peach""], ""base"": [""Caramel"", ""Amber"", ""Cypress""], ""top"": [""Lemon"", ""Tangerine"", ""Red Berries""]}"
Perfume,cannabis santal,4.5,343,13100,50.0,50.0,https://www.sephora.com/product/cannabis-santal-P148417?icid2=products grid:p148417,unknown,0,Fresh,"[""sweet"", ""patchouli"", ""cacao"", ""green"", ""warm spicy"", ""earthy""]","{""middle"": [""Patchouli"", ""Rose"", ""cannabis""], ""base"": [""Musk"", ""Dark Chocolate"", ""Vetiver"", ""Vanilla""], ""top"": [""Brazilian Orange"", ""Plum"", ""Bergamot""]}"
Perfume,citron de vigne,4.0,154,3900,50.0,50.0,https://www.sephora.com/product/citron-de-vigne-P234921?icid2=products grid:p234921,unknown,0,Fresh,"[""citrus"", ""fresh"", ""fresh spicy"", ""white floral"", ""woody""]","{""middle"": [""Jasmine"", ""Tea Leaf"", ""Lemongrass"", ""Grapes""], ""base"": [""Patchouli"", ""Sandalwood"", ""Amber""], ""top"": [""Neroli"", ""Bitter Orange"", ""Grapefruit""]}"
Perfume,sugar,3.5,40,2600,90.0,90.0,https://www.sephora.com/product/sugar-P407189?icid2=products grid:p407189,unknown,0,Fresh,"[""citrus"", ""vanilla"", ""caramel"", ""fresh spicy"", ""sweet""]","{""middle"": [""White Lily"", ""Heliotrope""], ""base"": [""Caramel"", ""Vanilla""], ""top"": [""Bergamot"", ""Orange""]}"
Perfume,sugar lemon,4.0,408,12500,50.0,50.0,https://www.sephora.com/product/sugar-lemon-P72503?icid2=products grid:p72503,unknown,0,Fresh,"[""citrus"", ""green"", ""fresh spicy"", ""sweet"", ""fresh"", ""caramel""]","{""middle"": [""African Orange flower"", ""Litchi"", ""Ginger flower""], ""base"": [""Sandalwood"", ""oak moss"", ""Caramel""], ""top"": [""Mandarin Orange"", ""Yuzu"", ""Lemon""]}"
Perfume,sugar lychee,4.5,353,16100,50.0,50.0,https://www.sephora.com/product/sugar-lychee-P171917?icid2=products grid:p171917,unknown,0,Fresh,"[""citrus"", ""fruity"", ""fresh"", ""tropical"", ""floral"", ""aromatic""]","{""middle"": [""Lotus"", ""Freesia"", ""Litchi""], ""base"": [""Sandalwood"", ""Amber"", ""Tonka Bean""], ""top"": [""Grapefruit"", ""Amalfi Lemon"", ""Lime Blossom""]}"
Perfume,gia,4.0,45,3500,76.0,76.0,https://www.sephora.com/product/gia-P440917?icid2=products grid:p440917,Alcohol Denat.- Fragrance- Allergens as part of 20% Fragrance- Hexyl Cinnamal- Linalool- Benzyl Cinnamate- Alpha-Isomethyl Ionone- Cinnamyl Alcohol- Benzyl Alcohol- Benzyl Benzoate- Benzyl Salicylate- D-Limonene- Farnesol- Geraniol- Eugenol- Citral- Hydroxycitronellal- Citronellol.,0,Hendley Perfumes,"[""musky"", ""powdery"", ""vanilla"", ""fresh spicy"", ""woody"", ""amber""]","[""Opoponax"", ""Ginger"", ""Rose"", ""Clove"", ""Atlas Cedar"", ""Ambrette (Musk Mallow)"", ""Orris Root"", ""Bourbon Vanilla"", ""Musk""]"
Cologne,man,4.5,69,3100,92.0,92.0,https://www.sephora.com/product/man-P393754?icid2=products grid:p393754,Alcohol Denat. (Sd Alcohol 39-C)- Fragrance- Water- Limonene- Ethylhexyl Methoxycinnamate- Linalool- Citronellol- Ethylhexyl Salicylate- Coumarin- Butyl Methoxydibenzoylmethane- Butylphenyl Methylpropional- Bht- Citral- Geraniol. ,0,Herbalife,"[""green"", ""fresh spicy"", ""aromatic"", ""herbal"", ""fresh""]","[""Water Mint"", ""Basil""]"
Cologne,artisan,4.5,129,1900,92.0,92.0,https://www.sephora.com/product/artisan-P234954?icid2=products grid:p234954,unknown,0,John Varvatos,"[""citrus"", ""white floral"", ""sweet"", ""fresh spicy"", ""herbal""]","{""middle"": [""Orange Blossom"", ""Ginger"", ""Lavender"", ""Jasmine""], ""base"": [""Woodsy Notes"", ""Amber"", ""Musk""], ""top"": [""Clementine"", ""Tangerine"", ""Thyme"", ""Marjoram""]}"
Cologne,artisan blu,5.0,12,853,72.0,72.0,https://www.sephora.com/product/artisan-blu-P406716?icid2=products grid:p406716,Alcohol Denat- Water- Fragrance- Limonene- Alpha-Isomethyl Ionone- Benzyl Salicylate- Citral- Citronellol- Coumarin- Eugenol- Farnesol- Geraniol- Hydroxycitronellal- Linalool.,0,John Varvatos,"[""fresh spicy"", ""aromatic"", ""green"", ""citrus"", ""woody""]","{""middle"": [""Geranium"", ""Palmarosa"", ""iris"", ""Orange Blossom"", ""Clary Sage""], ""base"": [""Patchouli"", ""Cedar"", ""Pine"", ""Pistachio"", ""Tamarisk""], ""top"": [""Bergamot"", ""Lavender"", ""Basil"", ""Bitter Orange"", ""Chayote""]}"
Cologne,dark rebel,4.0,26,951,69.0,69.0,https://www.sephora.com/product/dark-rebel-P400652?icid2=products grid:p400652,Alcohol Denat- Water- Fragrance- Benzyl Alcohol- Benzyl Benzoate- Cinnamal- Citral- Citronellol- Coumarin- Eugenol- Geraniol- Limonene- Linalool.,0,John Varvatos,"[""woody"", ""leather"", ""sweet"", ""aromatic"", ""fresh spicy""]","{""middle"": [""Leather"", ""Fir Resin"", ""Styrax"", ""Pepper""], ""base"": [""Tobacco Leaf"", ""Mexican Vanilla"", ""Castoreum"", ""Akigalawood"", ""Woody Notes"", ""Juniper""], ""top"": [""Rum"", ""Sugar Cane"", ""Artemisia"", ""Cardamom"", ""Clary Sage""]}"
Cologne,john varvatos,4.5,81,2000,72.0,72.0,https://www.sephora.com/product/john-varvatos-P66724?icid2=products grid:p66724,Alcohol Denat- Water- Fragrance- Alpha-Isomethylionone- Benzyl Benzoate- Benzyl Cinnamate- Butylphenylmethylpropional- Citral- Citronellol- Coumarin- Eugenol- Geraniol- Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde- Limonene- Linalool.,0,John Varvatos,"[""fruity"", ""sweet"", ""patchouli"", ""honey"", ""white floral""]","{""middle"": [""Lily"", ""Turkish Rose"", ""Egyptian Jasmine"", ""Mango Blossom""], ""base"": [""Honey"", ""Tonka Bean"", ""Patchouli"", ""Oakmoss""], ""top"": [""Damask Plum"", ""Georgian Apricot"", ""Mandarin Orange""]}"
Cologne,john varvatos,4.5,81,2000,72.0,72.0,https://www.sephora.com/product/john-varvatos-P66724?icid2=products grid:p66724,Alcohol Denat- Water- Fragrance- Alpha-Isomethylionone- Benzyl Benzoate- Benzyl Cinnamate- Butylphenylmethylpropional- Citral- Citronellol- Coumarin- Eugenol- Geraniol- Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde- Limonene- Linalool.,0,John Varvatos,"[""woody"", ""fruity"", ""leather"", ""sweet"", ""warm spicy"", ""animalic""]","[""Lime"", ""Coriander"", ""Leather"", ""Sandalwood"", ""Plum"", ""Cinnamon"", ""Fig"", ""Pepper"", ""Clary Sage"", ""Cedar"", ""Fig Leaf"", ""Tamarind"", ""Amber""]"
Cologne,vintage,5.0,139,2100,72.0,72.0,https://www.sephora.com/product/vintage-P158521?icid2=products grid:p158521,Alcohol Denat- Water- Fragrance- Benzyl Benzoate- Butylphenyl Methylpropional- Cinnamal-  Citral- Citronellol- Coumarin- Eugenol- Geraniol- Isoeugenol- Limonene- Linalool.,0,John Varvatos,"[""aromatic"", ""fresh spicy"", ""sweet"", ""woody"", ""tobacco""]","{""middle"": [""Juniper Berries"", ""Lavender"", ""Cinnamon"", ""Jasmine"", ""Orris Root"", ""Green Leaves""], ""base"": [""Tonka Bean"", ""Tobacco"", ""Suede"", ""Patchouli"", ""Oakmoss"", ""Balsam Fir"", ""Woody Notes""], ""top"": [""Wormwood"", ""Basil"", ""Rhubarb"", ""Quince"", ""Fennel"", ""Pepper""]}"
Perfume,juicy couture,4.5,579,9000,76.0,76.0,https://www.sephora.com/product/juicy-couture-P168940?icid2=products grid:p168940,Alcohol Denat- Fragrance- Water- Propylene Glycol- Alpha-Isomethyl Ionone- Benzyl Alochol- Benzyl Benzoate- Benzyl Salicylate- Butyphenyl Methylpropional- Citronellol- Eugenol- Farnesol- Geraniol- Hydroxycitronellal- Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde- Isoeugenol- Limonene- Linalool- Butyl Methoxydibenzoylmethane- Blue 1(CI 42090)- Red 4 (CI 14700)- Yellow 5 (CI 19140).,0,Juicy Couture,"[""white floral"", ""tuberose"", ""sweet"", ""animalic"", ""caramel"", ""green""]","{""middle"": [""Tuberose"", ""Lily"", ""Rose Hip""], ""base"": [""Patchouli"", ""Vanilla"", ""Caramel"", ""Precious Woods"", ""Creme Brulee""], ""top"": [""Passionfruit"", ""Mandarin Orange"", ""Green Apple"", ""Hiacynth"", ""Watermelon"", ""Marigold"", ""Green Leaves""]}"
Perfume,i am juicy couture,4.5,29,2500,76.0,76.0,https://www.sephora.com/product/i-am-juicy-couture-P400163?skuId=1737840&icid2=products grid:p400163,Alcohol Denat- Fragrance- Water- Citric Acid- Propylene Glycol- Benzyl Alochol- Benzyl Salicylate- Butylphenyl Methylpropional- Citral- Citronellol- Coumarin- Geraniol- Limonene- Linalool- Butyl Methoxydibenzoylmethane- Tris (Tetramethylhydroxypiperidinol) Citrate- Blue 1 (CI 42090)- Red 4 (CI 14700)- Yellow 5 (CI 19140).,0,Juicy Couture,"[""sweet"", ""white floral"", ""fruity"", ""tropical"", ""citrus"", ""amber""]","{""middle"": [""Gardenia"", ""Heliotrope"", ""Rose"", ""Sweet Pea""], ""base"": [""Musk"", ""Amber"", ""Cashmere Wood""], ""top"": [""Raspberry"", ""Pomelo"", ""Passionfruit""]}"
Perfume,viva la juicy,4.5,1000,35300,79.0,79.0,https://www.sephora.com/product/viva-la-juicy-P219412?icid2=products grid:p219412,Alcohol Denat- Water- Fragrance- Butylphenyl Methylpriopional- Propylene Glycol- Benzyl Benzoate- Benzyl Salicylate- Coumarin- Hydroxycitronellal- Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde- Limonene- Linalool- Butyl Methoxydibenzoylmethane- Blue 1 (CI 42090)- Red 4 (CI 14700)- Yellow 5 (CI 19140).,0,Juicy Couture,"[""white floral"", ""sweet"", ""caramel"", ""vanilla"", ""fruity"", ""citrus""]","{""middle"": [""Honeysuckle"", ""Gardenia"", ""Jasmine""], ""base"": [""Amber"", ""Caramel"", ""Praline"", ""Sandalwood"", ""Vanilla""], ""top"": [""Mandarin Orange"", ""Wild berries""]}"
Perfume,viva la juicy gold couture,4.5,133,8100,79.0,79.0,https://www.sephora.com/product/viva-la-juicy-gold-couture-P387939?icid2=products grid:p387939,Alcohol Denat- Fragrance- Water- Citric Acid- Triethanolamine- Bht- Benzyl Benzoate- Butyphenyl Methylpropional- Coumarin- Farnesol- Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde- Linalool- Butyl Methoxydibenzoylmethane- Ethylhexyl Methoxycinnamate- Ethylhexyl Salicylate.,0,Juicy Couture,"[""caramel"", ""vanilla"", ""white floral"", ""sweet"", ""woody"", ""fruity""]","{""middle"": [""Jasmine Sambac"", ""Honeysuckle""], ""base"": [""Sandalwood"", ""Amber"", ""Caramel"", ""Vanilla""], ""top"": [""Wild berries""]}"
Perfume,walk on air,4.5,36,3900,78.0,78.0,https://www.sephora.com/product/walk-on-air-P396914?icid2=products grid:p396914,Alcohol Denat.- Fragrance- Water- D-Limonene- Benzyl Salicylate- Hydroxycitronellal- Butylphenyl Methylpropional- Linalool- Citronellol- Hexyl Cinnamal-  Butyl Methoxydbenzoylmethane- Ethylhexyl Methoxycinnamate- Geraniol- Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde- Benzyl Alcohol- Citral- Benzyl Benzoate- Farnesol- Isoeugenol- Cinnamyl Alcohol- Alpha-Isomethyl Ionone- External D&C Violet # 2 Ci 60730.,1,Kate Spade,"[""floral"", ""green"", ""fresh spicy"", ""citrus"", ""aromatic"", ""herbal""]","{""middle"": [""Lily-of-the-Valley"", ""Magnolia"", ""Narcissus"", ""Egyptian Jasmine""], ""base"": [""White Iris"", ""Violet Leaf"", ""Crinum lily""], ""top"": [""Lime (Linden Blossom)"", ""Bergamot"", ""Fern"", ""Neroli"", ""Solomon`s seal""]}"
Perfume,nectar,4.0,63,3500,26.0,26.0,https://www.sephora.com/product/nectar-P428439?icid2=products grid:p428439,Sd Alcohol 40-B (Alcohol Denat.)- Fragrance- Water- Benzyl Alcohol- Benzyl Benzoate- Citral- Citronellol- Eugenol- Farnesol- Geraniol- Isoeugenol- Limonene- Linalool. ,0,Forager Botanicals,"[""floral"", ""citrus"", ""honey"", ""fresh"", ""sweet""]","[""Floral Notes"", ""Citruses"", ""Honey""]"
Cologne,touch for men,5.0,137,2500,66.0,66.0,https://www.sephora.com/product/touch-for-men-P6986?icid2=products grid:p6986,Alcohol Denat. (SD Alcohol 39-C)- Fragrance- Water- Limonene- Ethylhexyl Methoxycinnamate- Coumarin- Butylphenyl Methylpropional- Linalool- Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde- Ethylhexl Salicylate- Alpha-Isomethyl Ionone- Butyl Methoxydibenxoylmethane- Citral- Cinnamal- Citronellol- Isoeugenol- Eugenol- CI 60730 (EXT. Violet 2)- CI 19140 (Yellow 5)- BHT- CI 42090 (Blue 1)- CI 14700 (Red 4)- CI 17200 (Red 33).,0,Fred Hayman,"[""aromatic"", ""fresh spicy"", ""floral"", ""warm spicy"", ""amber""]","[""Spices"", ""Amber"", ""Lavender""]"
Cologne,man,4.5,43,1000,95.0,95.0,https://www.sephora.com/product/man-P272041?skuId=1293901&icid2=products grid:p272041,Alcohol Denat. (Sd Alcohol 39-C)- Water- Fragrance- Limonene- Ethylhexyl Methoxycinnamate- Linalool- Citronellol- Butyl Methoxydibenzoylmethane- Ethylhexyl Salicylate- Coumarin- Benzyl Benzoate- Geraniol- Citral- Ci 60730 (Ext. Violet 2)- Bht.,1,Herbalife,"[""green"", ""fresh spicy"", ""aromatic"", ""herbal"", ""fresh""]","[""Water Mint"", ""Basil""]"
Cologne,gentleman,4.5,17,1500,94.0,94.0,https://www.sephora.com/product/gentleman-P423431?icid2=products grid:p423431,Alcohol- Fragrance- Water- Limonene- Ethylhexyl Methoxycinnamate- Linalool- Diethylamino Hydroxybenzoyl Hexyl Benzoate- Alpha-Isomethyl Ionone- Citronellol- Butyl Methoxydibenzoylmethane- Butylene Glycol- Dicaprylate/Dicaprate- Bht- Citral- Geraniol- Methyl 2-Octynoate- Tocopherol- Ext. Violet 2 (Ci 60730)- Yellow 5 (Ci 19140)- Red 4 (Ci 14700)- Blue 1 (Ci 42090).,0,JAFRA,"[""aromatic"", ""fresh spicy"", ""citrus"", ""woody"", ""sweet""]","{""middle"": [""Jasmine"", ""Tobacco Leaf"", ""Lavender"", ""Tonka Bean""], ""base"": [""Amber"", ""Patchouli"", ""Vanilla"", ""Oak""], ""top"": [""Lemon"", ""Grapefruit"", ""Coriander"", ""Ginger"", ""Brandy""]}"
Cologne,john varvatos oud,4.0,4,455,160.0,160.0,https://www.sephora.com/product/john-varvatos-oud-P400851?icid2=products grid:p400851,Alcohol Denat- Water- Fragrance- Benzyl Benzoate- Benzyl Cinnamate- Butylphenyl Methylpropional- Cinnmamal- Cinnamyl Alcohol- Citral- Cirtronellol- Eugenol- Geraniol- Hydroxycitronellal- Limonene- Linalool- Butyl Methoxydibenzoylmethane- Ethylhexyl Methoxycinnamate- Ethylhexyl Salicylate.,1,John Varvatos,"[""warm spicy"", ""balsamic"", ""fresh spicy"", ""aromatic"", ""smoky""]","{""middle"": [""Saffron"", ""Cinnamon"", ""Pepper"", ""Cardamom"", ""Cloves"", ""Turkish Rose"", ""Egyptian Jasmine"", ""Osmanthus""], ""base"": [""Agarwood (Oud)"", ""Cedar"", ""Labdanum"", ""Opoponax"", ""Incense"", ""Myrhh"", ""Leather"", ""Amber""], ""top"": [""Tobacco"", ""Juniper Berries"", ""Nutmeg"", ""Sage"", ""Cypress""]}"
Perfume,live colorfully,4.5,55,3400,58.0,58.0,https://www.sephora.com/product/live-colorfully-P396640?icid2=products grid:p396640,Alcohol Denat.- Fragrance- Water- Benzyl Salicylate- Butylphenyl Methylpropional- Amyl Cinnamal- Geraniol- Hydroxyisohexyl 3-&4-Cyclohexene Carboxaldehyde- Limonene- Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde- Hexyl Cinnamal- Linalool- Isoeugenol- Amylcinnamyl Alcohol- Citral- Farnesol- Anise Alcohol- Benzyl Benzoate- Citronellol- Benzyl Alcohol.,1,Kate Spade,"[""white floral"", ""aquatic"", ""animalic"", ""sweet"", ""coconut"", ""vanilla""]","{""middle"": [""Tiare Flower"", ""Gardenia"", ""Coconut""], ""base"": [""Amber"", ""Musk"", ""Tahitian Vanilla""], ""top"": [""Mandarin Orange"", ""Water Lily"", ""Star Anise""]}"
Perfume,pour femme,4.5,186,7400,94.0,94.0,https://www.sephora.com/product/pour-femme-P376951?icid2=products grid:p376951,Alcohol- Fragrance- Water- Benzyl Salicylate- Linalool- Hydroxycitronellal- Geraniol- Ethylhexyl Methoxycinnamate- Alpha-Isomethyl Ionone- Limonene- Diethylamino Hydroxybenzoyl Hexyl Benzoate- Benzyl Alcohol- Citral- Citronellol- Benzyl Benzoate-Bht- Ci 17200 (Red 33)- Ci 60730 (Ext. Violet 2)- Ci 19140 (Yellow 5)- Ci 42090 (Blue 1).,0,Madonna Nudes 1979,"[""warm spicy"", ""balsamic"", ""aromatic"", ""patchouli"", ""sweet"", ""cinnamon""]","{""middle"": [""Cinnamon"", ""Orchid""], ""base"": [""Patchouli"", ""Amber"", ""Tonka Bean""], ""top"": [""Bergamot"", ""Mandarin Orange"", ""Rose""]}"
Cologne,pour homme,5.0,288,8300,115.0,158.0,https://www.sephora.com/product/pour-homme-P219907?skuId=1359298&icid2=products grid:p219907,"Alcohol Denat. (Sd Alcohol 39-C)- Fragrance- Linalool- Water- Limonene- 
Ethylhexyl- Methoxycinnamate- Butyl Methoxydibenzoylmethane- Ethylhexyl Salicylate- 
Butyl Methylpropional- Alpha-Isomethyl Ionone- Citronellol- Citral- Couramin- Geraniol- 
Ci 60730 (Ext. Violet 2)- Ci 42090 (Blue I)- Ci 19140 (Yellow 5).",0,Madonna Nudes 1979,"[""citrus"", ""aromatic"", ""tobacco"", ""warm spicy"", ""sweet""]","{""middle"": [""Cardamom"", ""Tonka Bean"", ""Star Anise""], ""base"": [""Tobacco"", ""Teak Wood""], ""top"": [""Citruses"", ""Grapefruit"", ""Olive Blossom""]}"
Perfume,daisy dream,4.0,282,24100,86.0,86.0,https://www.sephora.com/product/daisy-dream-P387562?icid2=products grid:p387562,Alcohol Denat.- Water- Fragrance- Ethylhexyl Methoxycinnamate- Linalool- Benzophenone-3- Ethylhexyl Salicylate- Benzyl Salicylate- Butyl Methoxydibenzoylmethane- Limonene- Hydroxycitronellal- Alpha-Isomethyl Ionone- Butylphenyl Methylpropional- Citronellol- Propylene Glycol- Bht- Geraniol- Citral- Acrylates/Octylacrylamide Copolymer- Hydrolyzed Jojoba Esters- Ext. D&C Violet No. 2 (Ci 60730)- Fd&C Blue No. 1 (Ci 42090).,0,Marc Jacobs,"[""fruity"", ""fresh"", ""sweet"", ""floral"", ""tropical""]","{""middle"": [""Wisteria"", ""Jasmine"", ""Litchi""], ""base"": [""White Wood"", ""Musk"", ""Coconut""], ""top"": [""Blackberry"", ""Grapefruit"", ""Pear""]}"
Perfume,daisy eau so fresh,4.5,923,44300,118.0,118.0,https://www.sephora.com/product/daisy-eau-so-fresh-P281424?icid2=products grid:p281424,"Alcohol Denat.- Fragrance- Water- Acrylates/Octylacrylamide Copolymer- Alpha-Isomethyl Ionone- Benzophenone-3- Benzyl Alcohol- Benzyl Salicylate- Bht-
Butyl Methoxydibenzoylmethane- Butylphenyl Methylpropional- Citral- Citronellol- Ethylhexyl Methoxycinnamate- Ethylhexyl Salicylate- Farnesol- Geraniol- Hexyl Cinnamal- Hydrolyzed Jojoba Esters- Hydroxycitronellal- Limonene- Linalool- Methyl 2-Octynoate- D&C Red N33 (Ci 17200)- Ext. D&C Violet N 2 (Ci 60730)- Fd&C Yellow N5 (Ci 19140).",0,Marc Jacobs,"[""fruity"", ""sweet"", ""green"", ""floral"", ""powdery"", ""fresh""]","{""middle"": [""Jasmine"", ""Rose"", ""Violet"", ""Litchi"", ""Apple Blossom""], ""base"": [""Musk"", ""Virginia Cedar"", ""Plum""], ""top"": [""Grapefruit"", ""Green Notes"", ""Raspberry"", ""Pear""]}"
